old_name	PANGAEA_ID	PANGAEA_ID_incorrect	equal
TARA_102_MES_lt-0.22	TARA_R100001480	TARA_R100001480	TRUE
TARA_102_SRF_0.22-3	TARA_B100000900	TARA_B100000900	TRUE
TARA_102_SRF_lt-0.22	TARA_R100001460	TARA_R100001460	TRUE
TARA_109_DCM_0.22-3	TARA_B100000927	TARA_B100000927	TRUE
TARA_109_DCM_lt-0.22	TARA_R100001510	TARA_R100001510	TRUE
TARA_109_MES_0.22-3	TARA_B100000929	TARA_B100000929	TRUE
TARA_109_SRF_0.22-3	TARA_B100000925	TARA_B100000925	TRUE
TARA_109_SRF_lt-0.22	TARA_R100001509	TARA_R100001509	TRUE
TARA_110_DCM_0.22-3	TARA_B100001113	TARA_B100001113	TRUE
TARA_110_MES_0.22-3	TARA_B100001079	TARA_B100001079	TRUE
TARA_110_SRF_0.22-3	TARA_B100001109	TARA_B100001109	TRUE
TARA_111_DCM_0.22-3	TARA_B100000579	TARA_B100000579	TRUE
TARA_111_DCM_lt-0.22	TARA_R100000655	TARA_R100000655	TRUE
TARA_111_MES_0.22-3	TARA_B100000586	TARA_B100000586	TRUE
TARA_111_MES_lt-0.22	TARA_R100000656	TARA_R100000656	TRUE
TARA_111_SRF_0.22-3	TARA_B100000575	TARA_B100000575	TRUE
TARA_111_SRF_lt-0.22	TARA_R100000654	TARA_R100000654	TRUE
TARA_112_DCM_0.22-3	TARA_B100000945	TARA_B100000945	TRUE
TARA_112_MES_0.22-3	TARA_B100000949	TARA_B100000949	TRUE
TARA_112_SRF_0.22-3	TARA_B100000941	TARA_B100000941	TRUE
TARA_122_DCM_0.1-0.22	TARA_Y100001973	TARA_Y100001973	TRUE
TARA_122_DCM_0.22-0.45	TARA_Y100001970	TARA_Y100001970	TRUE
TARA_122_DCM_0.22-3	TARA_B100000700	TARA_B100000700	TRUE
TARA_122_DCM_0.45-0.8	TARA_Y100001968	TARA_Y100001968	TRUE
TARA_122_DCM_lt-0.22	TARA_R100000664	TARA_R100000664	TRUE
TARA_122_MES_0.1-0.22	TARA_Y100001951	TARA_Y100001951	TRUE
TARA_122_MES_0.22-0.45	TARA_Y100001949	TARA_Y100001949	TRUE
TARA_122_MES_0.22-3	TARA_B100000678	TARA_B100000678	TRUE
TARA_122_MES_0.45-0.8	TARA_Y100001947	TARA_Y100001947	TRUE
TARA_122_MES_lt-0.22	TARA_R100000687	TARA_R100000687	TRUE
TARA_122_SRF_0.1-0.22	TARA_Y100001972	TARA_Y100001972	TRUE
TARA_122_SRF_0.22-0.45	TARA_Y100001980	TARA_Y100001980	TRUE
TARA_122_SRF_0.22-3	TARA_B100001115	TARA_B100001115	TRUE
TARA_122_SRF_0.45-0.8	TARA_Y100001978	TARA_Y100001978	TRUE
TARA_122_SRF_lt-0.22	TARA_R100000657	TARA_R100000657	TRUE
TARA_123_MIX_0.1-0.22	TARA_Y100001963	TARA_Y100001963	TRUE
TARA_123_MIX_0.22-0.45	TARA_Y100001960	TARA_Y100001960	TRUE
TARA_123_MIX_0.22-3	TARA_B100000686	TARA_B100000686	TRUE
TARA_123_MIX_0.45-0.8	TARA_Y100001956	TARA_Y100001956	TRUE
TARA_123_MIX_lt-0.22	TARA_R100001594	TARA_R100001594	TRUE
TARA_123_SRF_0.22-0.45	TARA_Y100001958	TARA_Y100001958	TRUE
TARA_123_SRF_0.22-3	TARA_B100000683	TARA_B100000683	TRUE
TARA_123_SRF_0.45-0.8	TARA_Y100001954	TARA_Y100001954	TRUE
TARA_123_SRF_lt-0.22	TARA_R100001591	TARA_R100001591	TRUE
TARA_124_MIX_0.1-0.22	TARA_Y100001938	TARA_Y100001938	TRUE
TARA_124_MIX_0.22-0.45	TARA_Y100001936	TARA_Y100001936	TRUE
TARA_124_MIX_0.22-3	TARA_B100000676	TARA_B100000676	TRUE
TARA_124_MIX_0.45-0.8	TARA_Y100001934	TARA_Y100001934	TRUE
TARA_124_MIX_lt-0.22	TARA_R100000700	TARA_R100000700	TRUE
TARA_124_SRF_0.1-0.22	TARA_Y100001937	TARA_Y100001937	TRUE
TARA_124_SRF_0.22-0.45	TARA_Y100001935	TARA_Y100001935	TRUE
TARA_124_SRF_0.22-3	TARA_B100000674	TARA_B100000674	TRUE
TARA_124_SRF_0.45-0.8	TARA_Y100001933	TARA_Y100001933	TRUE
TARA_124_SRF_lt-0.22	TARA_R100000697	TARA_R100000697	TRUE
TARA_125_MIX_0.1-0.22	TARA_Y100000593	TARA_Y100000593	TRUE
TARA_125_MIX_0.22-0.45	TARA_Y100000591	TARA_Y100000591	TRUE
TARA_125_MIX_0.22-3	TARA_B100001123	TARA_B100001123	TRUE
TARA_125_MIX_0.45-0.8	TARA_Y100000589	TARA_Y100000589	TRUE
TARA_125_MIX_lt-0.22	TARA_R100000808	TARA_R100000808	TRUE
TARA_125_SRF_0.1-0.22	TARA_Y100000592	TARA_Y100000592	TRUE
TARA_125_SRF_0.22-0.45	TARA_Y100000590	TARA_Y100000590	TRUE
TARA_125_SRF_0.22-3	TARA_B100001121	TARA_B100001121	TRUE
TARA_125_SRF_0.45-0.8	TARA_Y100000588	TARA_Y100000588	TRUE
TARA_125_SRF_lt-0.22	TARA_R100000805	TARA_R100000805	TRUE
TARA_128_DCM_0.22-3	TARA_B100000614	TARA_B100000614	TRUE
TARA_128_SRF_0.22-3	TARA_B100000609	TARA_B100000609	TRUE
TARA_132_DCM_0.22-3	TARA_B100001250	TARA_B100001250	TRUE
TARA_132_MES_0.22-3	TARA_B100001245	TARA_B100001245	TRUE
TARA_132_SRF_0.22-3	TARA_B100001248	TARA_B100001248	TRUE
TARA_133_DCM_0.22-3	TARA_B100001094	TARA_B100001094	TRUE
TARA_133_MES_0.22-3	TARA_B100001105	TARA_B100001105	TRUE
TARA_133_SRF_0.22-3	TARA_B100001093	TARA_B100001093	TRUE
TARA_137_DCM_0.22-3	TARA_B100001964	TARA_B100001964	TRUE
TARA_137_DCM_lt-0.22	TARA_R100000742	TARA_R100000742	TRUE
TARA_137_MES_0.22-3	TARA_B100001971	TARA_B100001971	TRUE
TARA_137_MES_lt-0.22	TARA_R100000750	TARA_R100000750	TRUE
TARA_137_SRF_0.22-3	TARA_B100001287	TARA_B100001287	TRUE
TARA_137_SRF_lt-0.22	TARA_R100000734	TARA_R100000734	TRUE
TARA_138_DCM_0.22-3	TARA_B100001996	TARA_B100001996	TRUE
TARA_138_DCM_lt-0.22	TARA_R100000781	TARA_R100000781	TRUE
TARA_138_MES_0.22-3	TARA_B100002003	TARA_B100002003	TRUE
TARA_138_MES_lt-0.22	TARA_R100000789	TARA_R100000789	TRUE
TARA_138_SRF_0.22-3	TARA_B100001989	TARA_B100001989	TRUE
TARA_138_SRF_lt-0.22	TARA_R100000773	TARA_R100000773	TRUE
TARA_140_SRF_0.22-3	TARA_B100002019	TARA_B100002019	TRUE
TARA_141_SRF_0.22-3	TARA_B100001939	TARA_B100001939	TRUE
TARA_142_DCM_0.22-3	TARA_B100002052	TARA_B100002052	TRUE
TARA_142_MES_0.22-3	TARA_B100002049	TARA_B100002049	TRUE
TARA_142_SRF_0.22-3	TARA_B100002051	TARA_B100002051	TRUE
TARA_145_MES_0.22-3	TARA_B100001146	TARA_B100001146	TRUE
TARA_145_SRF_0.22-3	TARA_B100001142	TARA_B100001142	TRUE
TARA_146_MES_0.22-3	TARA_B100001167	TARA_B100001167	TRUE
TARA_146_SRF_0.22-3	TARA_B100001540	TARA_B100001540	TRUE
TARA_148_SRF_0.22-3	TARA_B100001741	TARA_B100001741	TRUE
TARA_148b_MES_0.22-3	TARA_B100001750	TARA_B100001750	TRUE
TARA_149_MES_0.22-3	TARA_B100001765	TARA_B100001765	TRUE
TARA_149_SRF_0.22-3	TARA_B100001758	TARA_B100001758	TRUE
TARA_150_DCM_0.22-3	TARA_B100001778	TARA_B100001778	TRUE
TARA_150_SRF_0.22-3	TARA_B100001769	TARA_B100001769	TRUE
TARA_151_DCM_0.22-3	TARA_B100001559	TARA_B100001559	TRUE
TARA_151_SRF_0.22-3	TARA_B100001564	TARA_B100001564	TRUE
TARA_152_MES_0.22-3	TARA_B100001179	TARA_B100001179	TRUE
TARA_152_MIX_0.22-3	TARA_B100001175	TARA_B100001175	TRUE
TARA_152_SRF_0.22-3	TARA_B100001173	TARA_B100001173	TRUE
TARA_155_DCM_0.22-3	TARA_B110000008	TARA_B110001437	FALSE
TARA_155_DCM_lt-0.22	TARA_R110002012	TARA_R110002012	TRUE
TARA_155_MES_0.22-3	TARA_B110000014	TARA_B110001440	FALSE
TARA_155_MES_lt-0.22	TARA_R110002020	TARA_R110002020	TRUE
TARA_155_SRF_0.22-3	TARA_B110000003	TARA_B110001435	FALSE
TARA_155_SRF_lt-0.22	TARA_R110002003	TARA_R110002003	TRUE
TARA_158_DCM_0.22-3	TARA_B110001452	TARA_B110001446	FALSE
TARA_158_DCM_lt-0.22	TARA_R110002050	TARA_R110002050	TRUE
TARA_158_MES_0.22-3	TARA_B110001454	TARA_B110001449	FALSE
TARA_158_MES_lt-0.22	TARA_R110002051	TARA_R110002051	TRUE
TARA_158_SRF_0.22-3	TARA_B110001450	TARA_B110001444	FALSE
TARA_158_SRF_lt-0.22	TARA_R110002049	TARA_R110002049	TRUE
TARA_163_MES_0.22-3	TARA_B110000196	TARA_B110000200	FALSE
TARA_163_MES_lt-0.22	TARA_R110002060	TARA_R110002060	TRUE
TARA_163_SRF_0.22-3	TARA_B110001469	TARA_B110001467	FALSE
TARA_163_SRF_lt-0.22	TARA_R110002033	TARA_R110002033	TRUE
TARA_168_DCM_0.22-3	TARA_B110000046	TARA_B110000044	FALSE
TARA_168_DCM_lt-0.22	TARA_R110002073	TARA_R110002073	TRUE
TARA_168_IZZ_0.22-3	TARA_B110000037	TARA_B110000035	FALSE
TARA_168_IZZ_lt-0.22	TARA_R110002074	TARA_R110002074	TRUE
TARA_168_SRF_0.22-3	TARA_B110000027	TARA_B110000023	FALSE
TARA_168_SRF_lt-0.22	TARA_R110002072	TARA_R110002072	TRUE
TARA_173_DCM_0.22-3	TARA_B110000093	TARA_B110000085	FALSE
TARA_173_DCM_lt-0.22	TARA_R110002096	TARA_R110002096	TRUE
TARA_173_IZZ_0.22-3	TARA_B110000091	TARA_B110000091	TRUE
TARA_173_SRF_0.22-3	TARA_B110000090	TARA_B110000083	FALSE
TARA_173_SRF_lt-0.22	TARA_R110002095	TARA_R110002095	TRUE
TARA_175_IZZ_lt-0.22	TARA_R110002094	TARA_R110002094	TRUE
TARA_175_SRF_0.22-3	TARA_B110000114	TARA_B110000110	FALSE
TARA_175_SRF_lt-0.22	TARA_R110002110	TARA_R110002110	TRUE
TARA_175_ZZZ_0.22-3	TARA_B110000116	TARA_B110000112	FALSE
TARA_175_ZZZ_lt-0.22	TARA_R110002111	TARA_R110002111	TRUE
TARA_178_SRF_0.22-3	TARA_B110000208	TARA_B110000204	FALSE
TARA_178_SRF_lt-0.22	TARA_R110002124	TARA_R110002124	TRUE
TARA_180_SRF_0.22-3	TARA_B110000503	TARA_B110000501	FALSE
TARA_180_SRF_lt-0.22	TARA_R110000868	TARA_R110000868	TRUE
TARA_180_ZZZ_0.22-3	TARA_B110000211	TARA_B110000206	FALSE
TARA_180_ZZZ_lt-0.22	TARA_R110002126	TARA_R110002126	TRUE
TARA_188_DCM_0.22-3	TARA_B110000240	TARA_B110000235	FALSE
TARA_188_DCM_lt-0.22	TARA_R110000851	TARA_R110000851	TRUE
TARA_188_SRF_0.22-3	TARA_B110000238	TARA_B110000233	FALSE
TARA_188_SRF_lt-0.22	TARA_R110000850	TARA_R110000850	TRUE
TARA_189_DCM_0.22-3	TARA_B110000261	TARA_B110000255	FALSE
TARA_189_DCM_lt-0.22	TARA_R110000823	TARA_R110000823	TRUE
TARA_189_MES_0.22-3	TARA_B110000263	TARA_B110000257	FALSE
TARA_189_MES_lt-0.22	TARA_R110000824	TARA_R110000824	TRUE
TARA_189_SRF_0.22-3	TARA_B110000259	TARA_B110000253	FALSE
TARA_189_SRF_lt-0.22	TARA_R110000822	TARA_R110000822	TRUE
TARA_191_SRF_0.22-3	TARA_B110000285	TARA_B110000283	FALSE
TARA_191_SRF_lt-0.22	TARA_R110000803	TARA_R110000803	TRUE
TARA_193_SRF_0.22-3	TARA_B110000977	TARA_B110000975	FALSE
TARA_193_SRF_lt-0.22	TARA_R110000796	TARA_R110000796	TRUE
TARA_194_DCM_0.22-3	TARA_B110000967	TARA_B110000966	FALSE
TARA_194_DCM_lt-0.22	TARA_R110000787	TARA_R110000787	TRUE
TARA_194_SRF_0.22-3	TARA_B110000971	TARA_B110000969	FALSE
TARA_194_SRF_lt-0.22	TARA_R110000782	TARA_R110000782	TRUE
TARA_196_SRF_0.22-3	TARA_B110000305	TARA_B110000303	FALSE
TARA_196_SRF_lt-0.22	TARA_R110000772	TARA_R110000772	TRUE
TARA_201_DCM_0.22-3	TARA_B110000908	TARA_B110000906	FALSE
TARA_201_DCM_lt-0.22	TARA_R110000744	TARA_R110000744	TRUE
TARA_201_MES_0.22-3	TARA_B110000914	TARA_B110000913	FALSE
TARA_201_MES_lt-0.22	TARA_R110000751	TARA_R110000751	TRUE
TARA_201_SRF_0.22-3	TARA_B110000902	TARA_B110000901	FALSE
TARA_201_SRF_lt-0.22	TARA_R110000737	TARA_R110000737	TRUE
TARA_205_MES_0.22-3	TARA_B110000881	TARA_B110000878	FALSE
TARA_205_MES_lt-0.22	TARA_R110000765	TARA_R110000765	TRUE
TARA_205_SRF_0.22-3	TARA_B110000879	TARA_B110000875	FALSE
TARA_205_SRF_lt-0.22	TARA_R110000764	TARA_R110000764	TRUE
TARA_206_MES_0.22-3	TARA_B110000495	TARA_B110000494	FALSE
TARA_206_MES_lt-0.22	TARA_R110002167	TARA_R110002167	TRUE
TARA_206_SRF_0.22-3	TARA_B110000483	TARA_B110000481	FALSE
TARA_206_SRF_lt-0.22	TARA_R110002153	TARA_R110002153	TRUE
TARA_208_SRF_0.22-3	TARA_B110000858	TARA_B110000857	FALSE
TARA_208_SRF_lt-0.22	TARA_R110001632	TARA_R110001632	TRUE
TARA_209_MES_0.22-3	TARA_B110000467	TARA_B110000465	FALSE
TARA_209_MES_lt-0.22	TARA_R110001599	TARA_R110001599	TRUE
TARA_209_SRF_0.22-3	TARA_B110000459	TARA_B110000457	FALSE
TARA_209_SRF_lt-0.22	TARA_R110001606	TARA_R110001606	TRUE
TARA_210_MES_0.22-3	TARA_B110000438	TARA_B110000436	FALSE
TARA_210_MES_lt-0.22	TARA_R110001583	TARA_R110001583	TRUE
TARA_210_SRF_0.22-3	TARA_B110000444	TARA_B110000442	FALSE
TARA_210_SRF_lt-0.22	TARA_R110001592	TARA_R110001592	TRUE
