Barcode	Sample_name_original	Sample_name_goodlayer	lower.size.fraction	upper.size.fraction	Genome_size	Latitude	Longitude	Depth.nominal	Layer	Temperature	Salinity	ChlorophyllA	Biogeographical.province	Eukaryota.prop
TARA_B100001079	TARA_110_MES_0.22-3	TARA_110_MES	0.22	3	1696.8894267933	-1.8902	-84.6141	380	MES	10.082375	34.747805	0.007712	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.239596469104666
TARA_B100001109	TARA_110_SRF_0.22-3	TARA_110_SRF	0.22	3	1690.7213826464	-2.0133	-84.589	5	SRF	23.88816	35.012435	0.246175	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0323408145370422
TARA_B100000579	TARA_111_DCM_0.22-3	TARA_111_DCM	0.22	3	1699.21716642622	-16.9587	-100.6751	90	DCM	19.783275	35.69581	0.207911	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0306757851165302
TARA_B100000586	TARA_111_MES_0.22-3	TARA_111_MES	0.22	3	1647.65221424957	-16.9486	-100.6715	350	MES	10.69894	34.7072	0.015423	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.11211919163055
TARA_B100000575	TARA_111_SRF_0.22-3	TARA_111_SRF	0.22	3	1636.54268035869	-16.9601	-100.6335	5	SRF	22.78183	35.98269	0.154999	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0554492498391303
TARA_B100000945	TARA_112_DCM_0.22-3	TARA_112_DCM	0.22	3	1750.67089789461	-23.2189	-129.4997	155	DCM	21.94937	35.90434	0.145434	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0669754981302673
TARA_B100000949	TARA_112_MES_0.22-3	TARA_112_MES	0.22	3	1738.28795960001	-23.2232	-129.5986	696	MES	5.749106	34.306075	0	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0383553044569994
TARA_B100000941	TARA_112_SRF_0.22-3	TARA_112_SRF	0.22	3	1577.39851537879	-23.2811	-129.3947	5	SRF	24.26287	36.43917	0.055382	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0517563405203486
TARA_B100000700	TARA_122_DCM_0.22-3	TARA_122_DCM	0.22	3	1827.37814591251	-9.0063	-139.1394	115	DCM	24.661385	36.101175	0.199886	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.046096814054693
TARA_B100000678	TARA_122_MES_0.22-3	TARA_122_MES	0.22	3	1671.88417180409	-8.9729	-139.2393	600	MES	7.133995	34.5789	0	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0526329467000459
TARA_B100001115	TARA_122_SRF_0.22-3	TARA_122_SRF	0.22	3	1622.87720224785	-8.9971	-139.1963	5	SRF	26.60467	35.37032	0.177137	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0253777551869137
TARA_B100000686	TARA_123_MIX_0.22-3	TARA_123_MIX	0.22	3	1696.82858206822	-8.9109	-140.2845	150	MIX	21.97372	35.877315	0	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0421368424641189
TARA_B100000683	TARA_123_SRF_0.22-3	TARA_123_SRF	0.22	3	1985.42991875872	-8.9068	-140.283	5	SRF	26.586685	35.3551	0.181215	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.110198933415946
TARA_B100000676	TARA_124_MIX_0.22-3	TARA_124_MIX	0.22	3	1659.53894146057	-9.0714	-140.5973	120	MIX	24.81397	35.907345	0.077051	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0200539376703923
TARA_B100000674	TARA_124_SRF_0.22-3	TARA_124_SRF	0.22	3	1695.22426268056	-9.1504	-140.5216	5	SRF	26.572419	35.384031	0.261381	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0300340772604117
TARA_B100001123	TARA_125_MIX_0.22-3	TARA_125_MIX	0.22	3	1791.46679160272	-8.8999	-142.5461	140	MIX	23.681605	36.28145	0	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0778050355067786
TARA_B100001121	TARA_125_SRF_0.22-3	TARA_125_SRF	0.22	3	1560.53498474672	-8.9111	-142.5571	5	SRF	26.80604	35.42651	0.178072	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	0.0233593053455828
TARA_B100000614	TARA_128_DCM_0.22-3	TARA_128_DCM	0.22	3	1716.05536557798	0.0222	-153.6858	40	DCM	26.139288	35.146525	0.28262	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	0.0495893584620791
TARA_B100000609	TARA_128_SRF_0.22-3	TARA_128_SRF	0.22	3	1638.1698822944	3e-04	-153.6759	5	SRF	26.218438	35.129025	0.25349	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	0.0441594474248407
TARA_B100001250	TARA_132_DCM_0.22-3	TARA_132_DCM	0.22	3	2142.74485027793	31.5168	-159.046	115	DCM	15.321075	34.39568	0.158691	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.119022610426226
TARA_B100001245	TARA_132_MES_0.22-3	TARA_132_MES	0.22	3	1692.57841991953	31.528	-159.0224	550	MES	6.634392	33.991383	0	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.124809918316811
TARA_B100001248	TARA_132_SRF_0.22-3	TARA_132_SRF	0.22	3	1558.26527738125	31.5213	-158.9958	5	SRF	25.164595	35.19025	0.101563	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.0434447611002293
TARA_B100001094	TARA_133_DCM_0.22-3	TARA_133_DCM	0.22	3	2340.5222685389	35.4002	-127.7499	45	DCM	13.874505	33.208145	0.389715	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.0617205328238603
TARA_B100001105	TARA_133_MES_0.22-3	TARA_133_MES	0.22	3	1573.46294546755	35.2698	-127.7268	650	MES	4.918875	34.333562	0	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.154446741038564
TARA_B100001093	TARA_133_SRF_0.22-3	TARA_133_SRF	0.22	3	1806.71679698068	35.3671	-127.7422	5	SRF	19.24802	33.07013	0.140785	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	0.0290873557679437
TARA_B100001964	TARA_137_DCM_0.22-3	TARA_137_DCM	0.22	3	1954.07841709054	14.2075	-116.6468	40	DCM	20.58574	34.366025	0.366719	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.00499795165915608
TARA_B100001971	TARA_137_MES_0.22-3	TARA_137_MES	0.22	3	1968.96650599818	14.2025	-116.6433	375	MES	8.887131	34.5882	0	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.0223026235296174
TARA_B100001287	TARA_137_SRF_0.22-3	TARA_137_SRF	0.22	3	1621.30624805817	14.2035	-116.6261	5	SRF	26.478605	33.84798	0.251665	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.0211215156612189
TARA_B100001996	TARA_138_DCM_0.22-3	TARA_138_DCM	0.22	3	1832.93830440878	6.3378	-102.9538	60	DCM	17.291965	34.664045	0.219944	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.0775402216660708
TARA_B100002003	TARA_138_MES_0.22-3	TARA_138_MES	0.22	3	2002.15710802665	6.3559	-103.0598	450	MES	8.149894	34.608919	0	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.0507676603545612
TARA_B100001989	TARA_138_SRF_0.22-3	TARA_138_SRF	0.22	3	1683.49972905226	6.3332	-102.9432	5	SRF	26.605515	33.52041	0.125361	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	0.0384763267313453
TARA_B100002019	TARA_140_SRF_0.22-3	TARA_140_SRF	0.22	3	1808.13814425577	7.4122	-79.3017	5	SRF	26.555663	28.922675	0.182274	[CAMR] Central American Coastal Province (MRGID:21494)	0.0212351535717996
TARA_B100001939	TARA_141_SRF_0.22-3	TARA_141_SRF	0.22	3	1705.51254971649	9.8481	-80.0454	5	SRF	27.1673	34.80515	0.094165	[GUIA] Guianas Coastal Province (MRGID:21463)	0.013401645221427
TARA_B100002052	TARA_142_DCM_0.22-3	TARA_142_DCM	0.22	3	1545.32822572041	25.6168	-88.4532	125	DCM	24.961605	36.17927	0.114913	[CARB] Caribbean Province (MRGID:21466)	0.0427452147178419
TARA_B100002049	TARA_142_MES_0.22-3	TARA_142_MES	0.22	3	1732.6964216267	25.6236	-88.45	640	MES	9.735075	35.165212	0	[CARB] Caribbean Province (MRGID:21466)	0.0486528414257948
TARA_B100002051	TARA_142_SRF_0.22-3	TARA_142_SRF	0.22	3	1544.44745302411	25.5264	-88.394	5	SRF	24.98456	36.177285	0.123459	[CARB] Caribbean Province (MRGID:21466)	0.0328740699917333
TARA_B100001146	TARA_145_MES_0.22-3	TARA_145_MES	0.22	3	1639.67855202989	39.2392	-70.0343	590	MES	5.004169	34.963392	0	[GFST] Gulf Stream Province (MRGID:21454)	0.147126837594289
TARA_B100001142	TARA_145_SRF_0.22-3	TARA_145_SRF	0.22	3	1634.961760733	39.2305	-70.0377	5	SRF	13.993715	35.12152	0.169817	[GFST] Gulf Stream Province (MRGID:21454)	0.122400712947306
TARA_B100001167	TARA_146_MES_0.22-3	TARA_146_MES	0.22	3	1623.13388765981	34.6663	-71.2907	640	MES	10.6855	35.36729	0.007712	[GFST] Gulf Stream Province (MRGID:21454)	0.0802294276015451
TARA_B100001540	TARA_146_SRF_0.22-3	TARA_146_SRF	0.22	3	1532.15172043597	34.6712	-71.3093	5	SRF	19.312775	36.513137	0.126112	[GFST] Gulf Stream Province (MRGID:21454)	0.053772602480356
TARA_B100001741	TARA_148_SRF_0.22-3	TARA_148_SRF	0.22	3	1529.16712391832	31.6948	-64.2489	5	SRF	20.481195	36.596745	0.120903	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.0554928105456568
TARA_B100001750	TARA_148b_MES_0.22-3	TARA_148b_MES	0.22	3	1610.89799276242	34.1504	-56.9684	250	MES	18.129194	36.565812	0	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.111034106182796
TARA_B100001765	TARA_149_MES_0.22-3	TARA_149_MES	0.22	3	1554.33171592628	34.0771	-49.8233	740	MES	10.496305	35.369805	0.00482	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.0693133686748729
TARA_B100001758	TARA_149_SRF_0.22-3	TARA_149_SRF	0.22	3	1581.54476586005	34.1132	-49.9181	5	SRF	18.82554	36.41274	0.156401	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.0913182917909188
TARA_B100001778	TARA_150_DCM_0.22-3	TARA_150_DCM	0.22	3	1825.87307930709	35.8427	-37.1526	40	DCM	17.585567	36.285033	0.21402	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.0408887149868581
TARA_B100001769	TARA_150_SRF_0.22-3	TARA_150_SRF	0.22	3	1623.81670673535	35.9346	-37.3032	5	SRF	17.627142	36.285292	0.191003	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	0.0599226286980111
TARA_B100001559	TARA_151_DCM_0.22-3	TARA_151_DCM	0.22	3	1596.95340762344	36.1811	-28.9373	80	DCM	16.74703	36.182395	0.16463	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	0.0861586112244519
TARA_B100001564	TARA_151_SRF_0.22-3	TARA_151_SRF	0.22	3	1686.94100690914	36.1715	-29.023	5	SRF	17.303005	36.229605	0.111686	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	0.0404057645882611
TARA_B100001179	TARA_152_MES_0.22-3	TARA_152_MES	0.22	3	1589.15999989638	43.7182	-16.8714	800	MES	10.167675	35.570583	0	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	0.0443541245234122
TARA_B100001175	TARA_152_MIX_0.22-3	TARA_152_MIX	0.22	3	1662.26663860531	43.7056	-16.8794	25	MIX	14.29128	35.992515	0.119381	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	0.0725514936570727
TARA_B100001173	TARA_152_SRF_0.22-3	TARA_152_SRF	0.22	3	1629.11734296084	43.6792	-16.8344	5	SRF	14.31675	35.99167	0.191493	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	0.046670467134913
TARA_B110000008	TARA_155_DCM_0.22-3	TARA_155_DCM	0.22	3	1727.72240224314	54.5451	-16.7943	40	DCM	10.79018	35.335155	0.789471	[NADR] North Atlantic Drift Province (MRGID:21453)	0.0785237493340576
TARA_B110000014	TARA_155_MES_0.22-3	TARA_155_MES	0.22	3	1574.46490923582	54.5742	-16.8345	751	MES	8.923581	35.40565	0	[NADR] North Atlantic Drift Province (MRGID:21453)	0.0661972024701886
TARA_B110000003	TARA_155_SRF_0.22-3	TARA_155_SRF	0.22	3	1774.40302668512	54.5305	-16.9377	5	SRF	11.09547	35.32522	0.772148	[NADR] North Atlantic Drift Province (MRGID:21453)	0.0876542641370418
TARA_B110001452	TARA_158_DCM_0.22-3	TARA_158_DCM	0.22	3	1946.962797742	67.161	0.3964	25	DCM	6.73489	35.15072	0.764172	[ARCT] Atlantic Arctic Province (MRGID:21451)	0.119957172315339
TARA_B110001454	TARA_158_MES_0.22-3	TARA_158_MES	0.22	3	1800.68882525996	67.1675	0.2177	651	MES	0.22498	34.90349	0	[ARCT] Atlantic Arctic Province (MRGID:21451)	0.162871099797035
TARA_B110001450	TARA_158_SRF_0.22-3	TARA_158_SRF	0.22	3	2070.26224194699	67.141	0.2355	5	SRF	8.47447	35.145165	1.174328	[ARCT] Atlantic Arctic Province (MRGID:21451)	0.0985943043095553
TARA_B110000196	TARA_163_MES_0.22-3	TARA_163_MES	0.22	3	2033.79280769988	76.1246	1.3648	499	MES	0.099535	34.94578	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.146843178857859
TARA_B110001469	TARA_163_SRF_0.22-3	TARA_163_SRF	0.22	3	2514.51155015326	76.1825	1.3918	5	SRF	1.899612	34.888656	2.780097	[BPLR] Boreal Polar Province (MRGID:21450)	0.125509708847956
TARA_B110000046	TARA_168_DCM_0.22-3	TARA_168_DCM	0.22	3	2519.25056667015	72.5432	44.102	40	DCM	3.824545	34.975345	1.1063	[BPLR] Boreal Polar Province (MRGID:21450)	0.0915793077825292
TARA_B110000037	TARA_168_IZZ_0.22-3	TARA_168_MIX	0.22	3	1712.76606470998	72.5199	44.0552		MIX	3.1072	34.978285	0.321278	[BPLR] Boreal Polar Province (MRGID:21450)	0.0529183287843796
TARA_B110000027	TARA_168_SRF_0.22-3	TARA_168_SRF	0.22	3	1598.08471187824	72.5128	44.0775	5	SRF	7.48766	34.92331	0.825342	[BPLR] Boreal Polar Province (MRGID:21450)	0.0494219485753536
TARA_B110000093	TARA_173_DCM_0.22-3	TARA_175_MIX	0.22	3	2055.12754416957	79.3349	66.2954		MIX	1.025705	34.691775	0.514823	[BPLR] Boreal Polar Province (MRGID:21450)	0.064507024300529
TARA_B110000091	TARA_173_IZZ_0.22-3	TARA_173_DCM	0.22	3	2204.45626019377	78.9354	79.0604	35	DCM	-1.29785	34.4561	2.003142	[BPLR] Boreal Polar Province (MRGID:21450)	0.035418187125967
TARA_B110000090	TARA_173_SRF_0.22-3	TARA_173_SRF	0.22	3	2273.29545000256	78.9564	79.4201	5	SRF	-0.160312	33.613775	0.417069	[BPLR] Boreal Polar Province (MRGID:21450)	0.0392188829033173
TARA_B110000114	TARA_175_SRF_0.22-3	TARA_175_SRF	0.22	3	1980.79438954806	79.2233	66.3435	5	SRF	1.365705	34.264755	1.019477	[BPLR] Boreal Polar Province (MRGID:21450)	0.026125423546496
TARA_B110000116	TARA_175_ZZZ_0.22-3	TARA_175_ZZZ	0.22	3	1897.154412558	79.2026	66.4827	199	MIX	1.47689	34.8814	0.008083	[BPLR] Boreal Polar Province (MRGID:21450)	0.0974087557744669
TARA_B110000208	TARA_178_SRF_0.22-3	TARA_178_SRF	0.22	3	2653.55340750554	77.1604	73.2057	5	SRF	1.325833	34.142392	0.119264	[BPLR] Boreal Polar Province (MRGID:21450)	0.110392953154493
TARA_B110000503	TARA_180_SRF_0.22-3	TARA_180_SRF	0.22	3	2159.00036584503	74.8023	76.1478	5	SRF	2.507887	22.980169	0.547446	[BPLR] Boreal Polar Province (MRGID:21450)	0.0925450781236176
TARA_B110000211	TARA_180_ZZZ_0.22-3	TARA_180_DCM	0.22	3	2527.7560848211	74.8283	76.2096	30	DCM	-1.533492	33.646092	0.509085	[BPLR] Boreal Polar Province (MRGID:21450)	0.0734171301770829
TARA_B110000240	TARA_188_DCM_0.22-3	TARA_188_DCM	0.22	3	2319.63879652261	78.3555	91.6084	17	DCM	-1.647244	33.436706	1.375654	[BPLR] Boreal Polar Province (MRGID:21450)	0.106246387903969
TARA_B110000238	TARA_188_SRF_0.22-3	TARA_188_SRF	0.22	3	2361.03956358724	78.2518	91.8557	5	SRF	-1.649738	32.950844	1.417326	[BPLR] Boreal Polar Province (MRGID:21450)	0.101880680284352
TARA_B110000261	TARA_189_DCM_0.22-3	TARA_189_DCM	0.22	3	2068.68099188591	77.9668	116.6556	20	DCM	-0.607125	32.726735	0.892787	[BPLR] Boreal Polar Province (MRGID:21450)	0.137223617072973
TARA_B110000263	TARA_189_MES_0.22-3	TARA_189_MES	0.22	3	1833.49252980281	78.0391	116.4105	299	MES	1.59404	34.92558	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.0924543657714219
TARA_B110000259	TARA_189_SRF_0.22-3	TARA_189_SRF	0.22	3	1883.32110520674	77.9028	117.1545	5	SRF	0.10149	28.82053	0.815481	[BPLR] Boreal Polar Province (MRGID:21450)	0.0939043741205353
TARA_B110000285	TARA_191_SRF_0.22-3	TARA_191_SRF	0.22	3	3081.33254897088	71.5955	160.9383	5	SRF	1.48885	28.41685	0.431723	[BPLR] Boreal Polar Province (MRGID:21450)	0.175509852428953
TARA_B110000977	TARA_193_SRF_0.22-3	TARA_193_SRF	0.22	3	2662.13198754268	71.0704	174.9916	5	SRF	2.4534	29.0291	0.58652	[BPLR] Boreal Polar Province (MRGID:21450)	0.171805980742137
TARA_B110000967	TARA_194_DCM_0.22-3	TARA_194_DCM	0.22	3	1988.04530804292	73.3275	-168.8142	35	DCM	-0.987833	31.56495	0.544297	[BPLR] Boreal Polar Province (MRGID:21450)	0.0752166537961441
TARA_B110000971	TARA_194_SRF_0.22-3	TARA_194_SRF	0.22	3	1877.8091543865	73.3833	-168.1333	5	SRF	-0.585333	27.442	0.404899	[BPLR] Boreal Polar Province (MRGID:21450)	0.117902732725024
TARA_B110000305	TARA_196_SRF_0.22-3	TARA_196_SRF	0.22	3	1852.84182688966	71.8895	-154.9101	5	SRF	2.5694	28.60925	0.485962	[BPLR] Boreal Polar Province (MRGID:21450)	0.0908476104598738
TARA_B110000908	TARA_201_DCM_0.22-3	TARA_201_DCM	0.22	3	3017.35763276152	74.3386	-85.6208	36	DCM	-0.409335	31.947283	0.879487	[BPLR] Boreal Polar Province (MRGID:21450)	0.0920720707233272
TARA_B110000914	TARA_201_MES_0.22-3	TARA_201_MES	0.22	3	1955.09776680621	74.305	-85.6552	441	MES	0.994025	34.342505	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.164409803287717
TARA_B110000902	TARA_201_SRF_0.22-3	TARA_201_SRF	0.22	3	3049.51603438212	74.2987	-85.7806	5	SRF	-1.32986	30.70185	0.79676	[BPLR] Boreal Polar Province (MRGID:21450)	0.100640444874879
TARA_B110000881	TARA_205_MES_0.22-3	TARA_205_MES	0.22	3	1877.86943396436	72.4456	-71.8814	491	MES	1.230869	34.378169	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.121493562879903
TARA_B110000879	TARA_205_SRF_0.22-3	TARA_205_SRF	0.22	3	2452.90645298224	72.4693	-71.892	5	SRF	-0.479225	31.99537	1.1319	[BPLR] Boreal Polar Province (MRGID:21450)	0.0277378073049016
TARA_B110000495	TARA_206_MES_0.22-3	TARA_206_MES	0.22	3	1819.35150099173	70.9433	-53.5127	411	MES	3.03554	34.50669	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.0936868614326889
TARA_B110000483	TARA_206_SRF_0.22-3	TARA_206_SRF	0.22	3	1774.76411450482	70.9574	-53.5989	5	SRF	1.445315	32.08329	0.771475	[BPLR] Boreal Polar Province (MRGID:21450)	0.0652412883368143
TARA_B110000858	TARA_208_SRF_0.22-3	TARA_208_SRF	0.22	3	2309.21454930555	69.1136	-51.5086	5	SRF	3.1965	32.99175	0.39292	[BPLR] Boreal Polar Province (MRGID:21450)	0.0101552612896256
TARA_B110000467	TARA_209_MES_0.22-3	TARA_209_MES	0.22	3	1695.8983720339	64.7	-52.996	351	MES	4.20173	34.59923	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.0747789145136119
TARA_B110000459	TARA_209_SRF_0.22-3	TARA_209_SRF	0.22	3	1769.50460758875	64.7127	-53.0106	5	SRF	2.496125	32.603119	0.825917	[BPLR] Boreal Polar Province (MRGID:21450)	0.0609039746746395
TARA_B110000438	TARA_210_MES_0.22-3	TARA_210_MES	0.22	3	1742.02293046668	61.5754	-55.9846	391	MES	4.791395	34.939595	0	[BPLR] Boreal Polar Province (MRGID:21450)	0.0882342595849455
TARA_B110000444	TARA_210_SRF_0.22-3	TARA_210_SRF	0.22	3	1701.77630895841	61.5427	-55.9869	5	SRF	5.295265	34.212769	0.613636	[BPLR] Boreal Polar Province (MRGID:21450)	0.0573100167159573
